PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
28,2025-10-20,13:00:06.86,6,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,0,0,Changeup,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,51.46294,6.542012,-2.336957,1400.350483,153.056471,11:00,2.02314,0.15711,4.90196,-40.04408,10.38552,-4.57914,2.8962,-1.72146,47.17362,-4.207936,-3.521554,0.51111,,,,,,,,,,,,3.96918,9.37741,-0.61671,50,0.35181,2.73169,-76.61356,12.743,2.29699,11.7883,-26.74727,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,3b3b6440-add6-11f0-be4b-cd08b4f7fef8,73.7463,4.28931,,,,,,,,,2025-10-20,17:00:06.86,2025-10-20T13:00:06.8650000-04:00,2025-10-20T17:00:06.8650000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.09162,-74.7588,5.89415,2.02571,8.53461,-13.37364,-0.15848,3.0931,1.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2f6e9b6a-a1e4-40cf-a22b-9bb79f23efd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2025-10-20,13:00:20.12,6,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,0,1,Changeup,,BallCalled,Undefined,Undefined,Undefined,0,0,,49.59758,3.114889,-0.233805,1425.093622,146.336906,11:00,1.92872,0.08885,4.3143,-42.36353,13.53623,-7.85252,0.42658,-0.71761,45.61264,-8.109386,-2.242961,0.538117,,,,,,,,,,,,7.79044,13.63654,-0.10063,50,1.03604,-0.27049,-74.23921,7.7184,4.19432,11.80715,-24.8322,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,432bb5b0-add6-11f0-be4b-cd08b4f7fef8,70.04512,3.98495,,,,,,,,,2025-10-20,17:00:20.12,2025-10-20T13:00:20.1240000-04:00,2025-10-20T17:00:20.1240000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.67609,-72.41585,5.90358,1.93188,3.88358,-12.4161,-0.09239,0.37724,2.09716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a55b8265-5f42-49e5-9efa-416296c01fc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2025-10-20,13:00:44.73,6,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,1,Changeup,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,50.4303,5.012115,-1.287739,1363.062416,169.728257,11:45,1.93437,0.08136,4.21454,-40.64435,13.96304,-2.2302,1.82548,-0.9445,46.05934,-5.764988,-1.85566,0.53186,,,,,,,,,,,,1.73756,13.19103,-0.32405,50,0.68675,1.52922,-75.24193,10.15761,0.96248,11.99785,-24.86727,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,51d3b180-add6-11f0-be4b-cd08b4f7fef8,70.86915,4.37096,,,,,,,,,2025-10-20,17:00:44.73,2025-10-20T13:00:44.7300000-04:00,2025-10-20T17:00:44.7300000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.77542,-73.43028,5.99892,1.93704,6.40271,-12.43364,-0.08217,1.67455,0.48124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,cb4e9860-b862-4033-be28-abbf1a9eb845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2025-10-20,13:03:13.46,6,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,1,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,58.23617,1.999961,2.71963,2266.254369,340.952939,5:15,1.96379,0.35751,5.08154,-40.50105,-1.98654,1.05929,-0.13521,2.1797,54.11253,-8.800533,2.996511,0.446667,,,,,,,,,,,,-0.12795,-1.70158,0.21098,50,1.25708,-4.04502,-87.27085,7.45111,-0.0961,15.28665,-33.45189,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,aa761f80-add6-11f0-be4b-cd08b4f7fef8,84.38608,4.12364,,,,,,,,,2025-10-20,17:03:13.46,2025-10-20T13:03:13.4660000-04:00,2025-10-20T17:03:13.4660000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.9128,-85.12729,7.64333,1.97303,2.76034,-16.72595,-0.35717,-4.05849,-0.04805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2bcee6ac-d6e1-4a21-8f7f-ee917fcf35bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2025-10-20,13:03:30.03,6,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,2,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,57.91216,3.170854,1.252904,1776.82524,49.515459,7:45,1.92473,0.22638,5.02813,-39.5475,-0.85976,-2.15028,0.6547,0.84668,54.07624,-7.368955,0.69144,0.44767,,,,,,,,,,,,2.67213,-1.24264,0.04982,50,0.96281,-2.11279,-86.61311,9.2092,2.0023,13.6296,-33.10518,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,b4501880-add6-11f0-be4b-cd08b4f7fef8,84.19694,3.83593,,,,,,,,,2025-10-20,17:03:30.03,2025-10-20T13:03:30.0300000-04:00,2025-10-20T17:03:30.0300000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.96872,-84.69868,6.8148,1.92976,4.55923,-16.55259,-0.22719,-1.83155,1.00115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,65113431-330d-4dae-87bf-55ed2452d872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2025-10-20,13:03:47.31,6,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,3,2,Fastball,,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,58.01473,5.842032,2.101028,1281.487796,35.677675,7:15,2.02306,0.27279,5.29442,-41.13207,-2.26614,-2.46551,2.31088,1.39864,52.96954,-5.24519,1.454911,0.4487,,,,,,,,,,,,3.41067,-3.81579,0.19271,50,0.45229,-3.4294,-86.77245,13.49523,2.5103,16.058,-34.98254,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,bea42380-add6-11f0-be4b-cd08b4f7fef8,84.00371,5.04519,,,,,,,,,2025-10-20,17:03:47.31,2025-10-20T13:03:47.3120000-04:00,2025-10-20T17:03:47.3120000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.70121,-84.46579,8.029,2.0299,8.47015,-17.49127,-0.27401,-3.0688,1.25515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,371751d0-ba39-48f5-90ef-6fecf6375f10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2025-10-20,13:04:03.28,7,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,57.95007,4.315128,2.406762,754.085484,77.636311,8:30,2.02794,0.3791,5.23028,-38.0362,0.66217,-1.92488,1.60374,1.74664,53.42236,-5.922366,1.902712,0.447731,16.56422,-20.139608,-94.154739,,,,,6.17657,6.17629,-80.414144,0.183301,2.92095,-0.20858,0.14726,50,0.8065,-3.84505,-86.728,10.88906,2.16556,15.13614,-32.32868,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,c81a2a90-add6-11f0-be4b-cd08b4f7fef8,84.18537,4.52771,,,,1.59617,,1.34391,1.59617,-1.74906,2025-10-20,17:04:03.28,2025-10-20T13:04:03.2880000-04:00,2025-10-20T17:04:03.2880000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.76603,-84.56593,7.56807,2.0321,6.27117,-16.16434,-0.37988,-3.53572,1.08278,,1.34592,-1.72042,,,,,,,,1.60631,-8.70851,,,,,,,,-1.72148,-23.68386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,a262920e-dbde-4169-8fdc-d87f9e8c9cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2025-10-20,13:04:18.68,7,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,1,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,57.62929,9.516823,2.19143,984.529829,21.807229,6:45,2.10939,0.45625,5.40221,-41.67235,-1.59862,-1.15193,4.7067,1.74477,51.69647,-1.714195,1.890031,0.455618,,,,,,,,,,,,2.05575,-4.19941,0.02353,50,-0.27634,-3.37398,-85.48105,18.87102,1.45958,16.21364,-35.15563,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,d156f930-add6-11f0-be4b-cd08b4f7fef8,82.7281,5.93281,,,,,,,,,2025-10-20,17:04:18.68,2025-10-20T13:04:18.6820000-04:00,2025-10-20T17:04:18.6820000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.58924,-83.0937,8.10682,2.12119,13.69459,-17.57782,-0.45744,-3.15906,0.72979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b32ff2e9-f5f0-4d43-b6d1-816b0e1e17bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2025-10-20,13:04:37.52,7,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,2,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,57.46246,7.358042,2.494472,859.40606,24.17213,6:45,2.0624,0.15223,5.31418,-42.7075,-3.01618,-1.87134,3.19142,1.57632,52.40988,-4.124553,2.004945,0.453439,19.5869,-1.026103,23.776469,766.404936,,,,9.19262,9.09752,19.079961,0.407012,2.90921,-5.19087,0.39566,50,0.14107,-3.91754,-85.60864,15.84297,2.09411,15.1261,-35.91052,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,dc8c6380-add6-11f0-be4b-cd08b4f7fef8,83.12562,5.05258,,,,2.83273,,,,,2025-10-20,17:04:37.52,2025-10-20T13:04:37.5260000-04:00,2025-10-20T17:04:37.5260000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.68233,-83.40386,7.56305,2.06887,10.60864,-17.95526,-0.15312,-3.6123,1.04705,272.448656,-1.72103,26.28532,-1.74842,,,,,,,2.83456,-0.57291,-15.71447,,,,,,,-1.7179,11.58295,0.05152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,e8616ec5-e5d7-4ed3-b6c5-9075a4d62bec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2025-10-20,13:05:22.27,7,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,3,0,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,57.63204,4.854537,2.644543,1927.787837,55.810729,7:45,2.12085,0.30211,5.34064,-38.48226,0.72012,-0.66386,1.99541,1.92079,52.74609,-5.553418,2.470354,0.450638,,,,,,,,,,,,1.68213,0.07209,0.27125,50,0.78253,-4.04458,-86.2129,11.61079,1.22446,15.65012,-32.12158,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,f74842c0-add6-11f0-be4b-cd08b4f7fef8,83.64244,4.88595,,,,,,,,,2025-10-20,17:05:22.27,2025-10-20T13:05:22.2730000-04:00,2025-10-20T17:05:22.2730000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.6514,-83.94135,7.82506,2.12943,6.94847,-16.06079,-0.3029,-3.86686,0.61223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,ffc5c799-d481-4280-a9e7-23d3d15739d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2025-10-20,13:05:37.28,8,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,57.61002,2.670662,2.044315,2120.617936,348.329175,5:30,2.07673,0.40388,5.19113,-41.6653,-2.17402,0.7026,0.30324,1.76146,52.95932,-8.519038,2.228551,0.452295,,,,,,,,,,,,0.0724,-2.70477,0.02698,50,1.19548,-3.02147,-86.63043,8.64868,0.05274,16.77096,-34.14424,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,002209d0-add7-11f0-be4b-cd08b4f7fef8,83.33593,4.65069,,,,,,,,,2025-10-20,17:05:37.28,2025-10-20T13:05:37.2800000-04:00,2025-10-20T17:05:37.2800000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.80516,-84.23653,8.38548,2.08215,3.7749,-17.07212,-0.40378,-3.01394,0.02637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,8aa1b118-7be4-4661-a431-f943a3936eb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2025-10-20,13:05:52.97,8,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,1,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,58.3382,5.898953,1.277783,883.530646,12.751963,6:30,2.02294,-0.04923,5.07839,-40.74321,-1.70693,-0.66217,2.40036,0.70984,53.03982,-5.040712,1.105212,0.449682,,,,,,,,,,,,1.19563,-3.25736,0.32218,50,0.48335,-2.01051,-87.2987,13.45006,0.88631,16.79716,-34.58869,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,0997c2c0-add7-11f0-be4b-cd08b4f7fef8,83.82019,5.29838,,,,,,,,,2025-10-20,17:05:52.97,2025-10-20T13:05:52.9750000-04:00,2025-10-20T17:05:52.9750000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.91636,-84.94187,8.39858,2.03007,8.59688,-17.29434,0.04881,-1.88615,0.44316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,4d28dc35-3634-4b43-afa5-ddf971224109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2025-10-20,13:06:08.52,8,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,1,1,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,58.28494,7.848122,0.770599,1009.548015,310.31699,4:15,2.10445,0.26816,5.41375,-40.86301,-2.35988,4.13012,3.68523,1.09883,52.935,-3.183558,1.854857,0.446601,,,,,,,,,,,,-4.07933,-4.61099,-0.12509,50,0.0771,-0.75573,-86.86101,16.62141,-3.01165,15.97962,-35.57821,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,12c4d9f0-add7-11f0-be4b-cd08b4f7fef8,84.39852,5.34994,,,,,,,,,2025-10-20,17:06:08.52,2025-10-20T13:06:08.5230000-04:00,2025-10-20T17:06:08.5230000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.58151,-84.54554,7.98981,2.11205,11.46609,-17.7891,-0.26621,-1.19212,-1.50582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,6543c1f1-6d6d-40ac-b786-726135d7a21e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2025-10-20,13:06:28.07,8,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,2,1,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,58.20037,6.521808,1.707519,717.828443,14.94408,6:30,2.00916,0.40938,5.23893,-41.31983,-2.50705,-0.97988,2.72262,1.41117,53.03933,-4.594179,1.451222,0.448393,,,,,,,,,,,,1.67646,-4.24847,-0.03904,50,0.30254,-2.68741,-86.93005,14.53043,1.23921,16.0437,-35.31444,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,1e6f9b50-add7-11f0-be4b-cd08b4f7fef8,84.06118,5.16104,,,,,,,,,2025-10-20,17:06:28.07,2025-10-20T13:06:28.0770000-04:00,2025-10-20T17:06:28.0770000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.75634,-84.64021,8.02185,2.01671,9.49019,-17.65722,-0.40998,-2.51054,0.61961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,8ad4b7dc-b84c-4621-a0af-00c15ac2acb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2025-10-20,13:06:44.69,8,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,2,2,2,Fastball,,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,56.47651,8.626215,1.571834,1000.27206,10.429717,6:15,2.09807,0.34602,5.20595,-46.13873,-4.76985,-1.0913,3.77384,1.2533,51.53706,-3.699707,1.287342,0.462923,,,,,,,,,,,,1.69815,-7.24221,-0.00478,50,-0.0985,-2.40525,-83.83014,17.69493,1.17937,13.87173,-37.20374,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,285b2080-add7-11f0-be4b-cd08b4f7fef8,81.42277,4.93944,,,,,,,,,2025-10-20,17:06:44.69,2025-10-20T13:06:44.6980000-04:00,2025-10-20T17:06:44.6980000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.79115,-81.78495,6.93586,2.10602,12.20975,-18.60187,-0.34658,-2.23137,0.58969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b12eb52d-fa88-4ec8-964d-164a02f72bb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2025-10-20,13:16:58.03,9,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,0,0,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,58.8754,4.894422,1.910419,799.209384,45.767554,7:30,2.05045,0.53548,5.0824,-40.39455,-2.62571,-3.77193,1.81163,1.43866,54.29056,-5.908044,0.926171,0.442322,,,,,,,,,,,,4.64122,-3.76032,-0.11034,50,0.718,-3.31707,-88.01526,12.0666,3.55349,15.28219,-35.05309,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,95e724e0-add8-11f0-be4b-cd08b4f7fef8,85.21497,4.58485,,,,,,,,,2025-10-20,17:16:58.03,2025-10-20T13:16:58.0350000-04:00,2025-10-20T17:16:58.0350000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.91423,-85.89116,7.6411,2.05657,7.19451,-17.52655,-0.53706,-2.82317,1.77675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d376fc69-2d64-47a4-8091-93c4798aa70e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2025-10-20,13:17:08.95,9,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,0,0,1,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,58.42004,1.024115,1.861305,2438.009167,346.854959,5:30,2.04704,0.418,5.18894,-39.98423,-2.41614,0.78087,-0.63404,1.66579,54.99629,-9.619815,2.066474,0.441145,,,,,,,,,,,,-0.26374,-2.77921,-0.02774,50,1.50488,-2.75686,-87.56276,6.28043,-0.20176,14.05897,-34.3001,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,9c4eb370-add8-11f0-be4b-cd08b4f7fef8,85.44235,3.42375,,,,,,,,,2025-10-20,17:17:08.95,2025-10-20T13:17:08.9570000-04:00,2025-10-20T17:17:08.9570000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.81002,-85.58318,7.02949,2.04918,1.45077,-17.15005,-0.41792,-2.78527,-0.10088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2ed1d79c-fc31-4881-a517-12c98479a9e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
